USPS,GEOID,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
TN,47043,1639740,Dickson County,1268824237,3689043,489.896,1.424,36.145533,-87.364155
TN,47045,1639741,Dyer County,1326922856,36778051,512.328,14.2,36.054196,-89.398306
TN,47047,1639742,Fayette County,1825374169,3774866,704.781,1.457,35.196993,-89.413803
TN,47049,1639743,Fentress County,1291421150,829331,498.621,0.32,36.369888,-84.937764
TN,47051,1639744,Franklin County,1436108253,55079773,554.485,21.266,35.155926,-86.099203
TN,47053,1639745,Gibson County,1561106503,2341447,602.747,0.904,35.991637,-88.93381
TN,47055,1639746,Giles County,1582295000,642572,610.928,0.248,35.202723,-87.035319
TN,47057,1648575,Grainger County,726729365,56637201,280.592,21.868,36.277463,-83.509493
TN,47059,1639747,Greene County,1611346226,5099735,622.144,1.969,36.179514,-82.847485
TN,47061,1639748,Grundy County,933549065,1752165,360.445,0.677,35.393356,-85.710389
TN,47063,1648576,Hamblen County,417437884,37890943,161.174,14.63,36.218397,-83.266071
TN,47065,1639749,Hamilton County,1404937551,86586076,542.449,33.431,35.159186,-85.202296
TN,47067,1648577,Hancock County,575820509,2984310,222.326,1.152,36.521419,-83.227453
TN,47069,1639750,Hardeman County,1729454850,6823705,667.746,2.635,35.218785,-88.988697
TN,47071,1639751,Hardin County,1495289678,49111069,577.335,18.962,35.201893,-88.185696
TN,47073,1639752,Hawkins County,1261443215,32545400,487.046,12.566,36.452211,-82.931386
TN,47075,1639753,Haywood County,1380737639,2472509,533.106,0.955,35.58669,-89.282536
TN,47077,1639754,Henderson County,1346816694,15219341,520.009,5.876,35.653994,-88.387674
TN,47079,1639755,Henry County,1455159581,81742881,561.84,31.561,36.325295,-88.300288
TN,47081,1639756,Hickman County,1586315572,382861,612.48,0.148,35.802291,-87.467101
TN,47083,1648578,Houston County,518749052,17312555,200.29,6.684,36.285782,-87.705598
TN,47085,1639757,Humphreys County,1374665923,67186918,530.762,25.941,36.040822,-87.790453
TN,47087,1639758,Jackson County,799338036,28227391,308.626,10.899,36.354241,-85.674094
TN,47089,1639759,Jefferson County,711854966,102190541,274.849,39.456,36.048479,-83.440966
TN,47091,1639760,Johnson County,773046196,11001626,298.475,4.248,36.453203,-81.861247
TN,47093,1639761,Knox County,1316273990,45712672,508.216,17.65,35.992726,-83.937721
TN,47095,1639762,Lake County,429381245,72799687,165.785,28.108,36.333905,-89.485536
TN,47097,1639763,Lauderdale County,1222389175,92233934,471.967,35.612,35.762951,-89.627732
TN,47099,1639764,Lawrence County,1598356717,2228109,617.129,0.86,35.220476,-87.396546
TN,47101,1639765,Lewis County,730608074,1031592,282.089,0.398,35.523244,-87.496983
TN,47103,1639766,Lincoln County,1477169472,990351,570.338,0.382,35.142916,-86.593298
TN,47105,1639767,Loudon County,593758833,46926070,229.252,18.118,35.73745,-84.316204
TN,47107,1639773,McMinn County,1114009043,5340572,430.121,2.062,35.424471,-84.619962
TN,47109,1639774,McNairy County,1457754792,1994987,562.842,0.77,35.175228,-88.563629
TN,47111,1639768,Macon County,795498386,246690,307.144,0.095,36.537757,-86.000959
TN,47113,1639769,Madison County,1442905034,3930429,557.109,1.518,35.606056,-88.833424
TN,47115,1639770,Marion County,1290227365,36501982,498.16,14.093,35.133422,-85.618399
TN,47117,1639771,Marshall County,972442313,1801922,375.462,0.696,35.468387,-86.765886
TN,47119,1639772,Maury County,1588021146,6319196,613.138,2.44,35.615696,-87.077763
TN,47121,1639775,Meigs County,505379349,55995294,195.128,21.62,35.503397,-84.823888
TN,47123,1639776,Monroe County,1646119060,44007085,635.57,16.991,35.447818,-84.249705
TN,47125,1639777,Montgomery County,1396435233,12076781,539.167,4.663,36.500354,-87.380887
TN,47127,1648579,Moore County,334684864,3093435,129.223,1.194,35.288888,-86.358684
TN,47129,1639778,Morgan County,1352427852,823017,522.175,0.318,36.138697,-84.639262
TN,47131,1639779,Obion County,1411321417,27434034,544.914,10.592,36.358171,-89.149879
TN,47133,1639780,Overton County,1122721249,3492728,433.485,1.349,36.34485,-85.283076
TN,47135,1639781,Perry County,1074195267,21037070,414.749,8.122,35.663749,-87.869329
TN,47137,1648580,Pickett County,422113187,29822859,162.979,11.515,36.559364,-85.075741
TN,47139,1639782,Polk County,1125794510,19834175,434.672,7.658,35.109437,-84.541112
TN,47141,1639783,Putnam County,1038860605,3777709,401.106,1.459,36.14094,-85.49618
TN,47143,1639784,Rhea County,816823020,54463362,315.377,21.028,35.600587,-84.949552
TN,47145,1639785,Roane County,934278752,88706711,360.727,34.25,35.847249,-84.523942
TN,47147,1639786,Robertson County,1233581423,451691,476.288,0.174,36.52753,-86.869377
TN,47149,1639787,Rutherford County,1604138771,12142432,619.361,4.688,35.843369,-86.417213
TN,47151,1639788,Scott County,1378627287,2414254,532.291,0.932,36.436071,-84.505548
TN,47153,1652643,Sequatchie County,688550858,498314,265.851,0.192,35.372358,-85.410322
TN,47155,1639789,Sevier County,1534597705,13491682,592.512,5.209,35.80181,-83.515696
TN,47157,1639790,Shelby County,1976744583,56444531,763.225,21.793,35.183794,-89.895397
TN,47159,1639791,Smith County,814004435,28706410,314.289,11.084,36.25565,-85.942078
TN,47161,1639792,Stewart County,1189665041,87232349,459.332,33.681,36.511756,-87.851548
TN,47163,1639793,Sullivan County,1070725096,42209201,413.409,16.297,36.510213,-82.299396
TN,47165,1639794,Sumner County,1371031078,35892221,529.358,13.858,36.473443,-86.459798
TN,47167,1639795,Tipton County,1187267201,38609227,458.406,14.907,35.500259,-89.766803
TN,47169,1648581,Trousdale County,295758960,6345337,114.193,2.45,36.39303,-86.156691
TN,47171,1648582,Unicoi County,482165204,850687,186.165,0.328,36.100216,-82.418265
TN,47173,1648583,Union County,578990166,61092920,223.549,23.588,36.28414,-83.836088
TN,47175,1648584,Van Buren County,708142403,2893455,273.415,1.117,35.699234,-85.458409
TN,47177,1639796,Warren County,1120635693,3508325,432.68,1.355,35.67825,-85.777343
TN,47179,1639797,Washington County,845537289,8635314,326.464,3.334,36.295665,-82.495037
TN,47181,1639798,Wayne County,1901321676,4023416,734.104,1.553,35.242886,-87.81985
TN,47183,1639799,Weakley County,1503105587,3709396,580.352,1.432,36.303386,-88.720803
TN,47185,1639800,White County,975592099,7113368,376.678,2.746,35.927062,-85.455766
TN,47187,1639801,Williamson County,1508936096,3012751,582.604,1.163,35.894845,-86.897886
TN,47189,1639802,Wilson County,1479053240,32002363,571.066,12.356,36.148476,-86.29021
TX,48001,1383786,Anderson County,2752130046,39879877,1062.603,15.398,31.841261,-95.661726
TX,48003,1383787,Andrews County,3886770077,957039,1500.69,0.37,32.312258,-102.640206
TX,48005,1383788,Angelina County,2066240093,173369611,797.78,66.938,31.251951,-94.611056
TX,48007,1383789,Aransas County,652895326,714592846,252.084,275.906,28.104225,-96.977983
TX,48009,1383790,Archer County,2339055582,57765519,903.114,22.303,33.616305,-98.687267
TX,48011,1383791,Armstrong County,2354581764,12219587,909.109,4.718,34.964179,-101.356636
TX,48013,1383792,Atascosa County,3158593195,4995711,1219.54,1.929,28.891397,-98.535381
TX,48015,1383793,Austin County,1674400698,25611066,646.49,9.888,29.891901,-96.27017
TX,48017,1383794,Bailey County,2141566431,1771774,826.863,0.684,34.067521,-102.830345
TX,48019,1383795,Bandera County,2048649340,17288354,790.988,6.675,29.756389,-99.248285
TX,48021,1383796,Bastrop County,2300343165,19109836,888.167,7.378,30.100771,-97.310643
TX,48023,1383797,Baylor County,2246765475,86991848,867.481,33.588,33.618921,-99.207848
TX,48025,1383798,Bee County,2279809514,246409,880.239,0.095,28.416077,-97.742586
TX,48027,1383799,Bell County,2722150391,95333156,1051.028,36.808,31.042268,-97.481392
TX,48029,1383800,Bexar County,3211263825,41958323,1239.876,16.2,29.448671,-98.520147
TX,48031,1383801,Blanco County,1836948312,10818399,709.25,4.177,30.266456,-98.399217
TX,48033,1383802,Borden County,2324366073,22297610,897.443,8.609,32.73859,-101.439199
TX,48035,1383803,Bosque County,2545904361,50670002,982.979,19.564,31.900819,-97.637641
TX,48037,1383804,Bowie County,2292153737,98319961,885.006,37.962,33.446062,-94.422393
TX,48039,1383805,Brazoria County,3516716918,649539513,1357.812,250.789,29.167817,-95.434647
TX,48041,1383806,Brazos County,1516568117,14728310,585.55,5.687,30.656713,-96.302394
TX,48043,1383807,Brewster County,16015846743,22063764,6183.753,8.519,29.808997,-103.252458
TX,48045,1383808,Briscoe County,2330991080,4068657,900.001,1.571,34.525172,-101.205893
TX,48047,1383809,Brooks County,2443273797,741627,943.353,0.286,27.034994,-98.215276
TX,48049,1383810,Brown County,2446081829,32417771,944.438,12.517,31.764103,-98.99847
TX,48051,1383811,Burleson County,1706884775,46050488,659.032,17.78,30.493487,-96.622091
TX,48053,1383812,Burnet County,2575116286,69940865,994.258,27.004,30.78963,-98.201187
TX,48055,1383813,Caldwell County,1412142115,4976645,545.231,1.921,29.832399,-97.628141
TX,48057,1383814,Calhoun County,1312707083,1361903486,506.839,525.834,28.441719,-96.579574
TX,48059,1383815,Callahan County,2329363247,4898783,899.372,1.891,32.29315,-99.372249
TX,48061,1383816,Cameron County,2307839892,998169935,891.062,385.396,26.102923,-97.478958
TX,48063,1383817,Camp County,507188431,19183294,195.827,7.407,32.974581,-94.979085
TX,48065,1383818,Carson County,2383359750,10064086,920.22,3.886,35.405496,-101.355356
TX,48067,1383819,Cass County,2426724487,60499731,936.964,23.359,33.083698,-94.357579
TX,48069,1383820,Castro County,2316573414,12584396,894.434,4.859,34.533621,-102.258786
TX,48071,1383821,Chambers County,1546604745,709764011,597.147,274.041,29.696374,-94.669445
TX,48073,1383822,Cherokee County,2727190094,23873001,1052.974,9.217,31.843872,-95.156345
TX,48075,1383823,Childress County,1803680231,44835076,696.405,17.311,34.529337,-100.208336
TX,48077,1383824,Clay County,2819780889,72591143,1088.724,28.028,33.785904,-98.212917
TX,48079,1383825,Cochran County,2007614621,229068,775.144,0.088,33.60844,-102.830449
TX,48081,1383826,Coke County,2360705920,42788774,911.474,16.521,31.877105,-100.635236
TX,48083,1383827,Coleman County,3268424415,50472148,1261.946,19.487,31.914205,-99.346622
TX,48085,1383828,Collin County,2178964322,116134650,841.303,44.84,33.194737,-96.579707
TX,48087,1383829,Collingsworth County,2378749933,2279193,918.441,0.88,34.963358,-100.272135
TX,48089,1383830,Colorado County,2487151628,34682260,960.295,13.391,29.596296,-96.508935
TX,48091,1383831,Comal County,1449127335,39800429,559.511,15.367,29.805491,-98.260544
TX,48093,1383832,Comanche County,2428770461,25718009,937.754,9.93,31.951645,-98.549617
TX,48095,1383833,Concho County,2548139855,25740027,983.842,9.938,31.318865,-99.863648
TX,48097,1383834,Cooke County,2265775271,61333916,874.821,23.681,33.639196,-97.210343
TX,48099,1383835,Coryell County,2725136393,11847509,1052.181,4.574,31.391177,-97.798022
TX,48101,1383836,Cottle County,2332448562,2723996,900.563,1.052,34.091906,-100.276442
TX,48103,1383837,Crane County,2033319717,1695980,785.069,0.655,31.422796,-102.487774
TX,48105,1383838,Crockett County,7270834113,53329,2807.285,0.021,30.717532,-101.404211
TX,48107,1383839,Crosby County,2331504872,3873557,900.199,1.496,33.609144,-101.29871
TX,48109,1383840,Culberson County,9875068369,556184,3812.785,0.215,31.445908,-104.526945
TX,48111,1383841,Dallam County,3893418641,5182865,1503.257,2.001,36.28637,-102.59402
TX,48113,1383842,Dallas County,2261192991,92106631,873.052,35.563,32.766987,-96.778424
TX,48115,1383843,Dawson County,2331781557,4720730,900.306,1.823,32.741934,-101.947322
TX,48117,1383845,Deaf Smith County,3876866567,3926557,1496.867,1.516,34.940766,-102.607564
TX,48119,1383846,Delta County,665174300,54666016,256.825,21.107,33.385933,-95.67335
TX,48121,1383847,Denton County,2275328170,192671841,878.509,74.391,33.205132,-97.12114
TX,48123,1383844,DeWitt County,2354237904,3919919,908.976,1.513,29.082346,-97.361654
TX,48125,1383848,Dickens County,2335454749,9057732,901.724,3.497,33.615363,-100.787617
TX,48127,1383849,Dimmit County,3441795366,14576538,1328.885,5.628,28.423587,-99.765871
TX,48129,1383850,Donley County,2400623971,15954005,926.886,6.16,34.955036,-100.815846
TX,48131,1383851,Duval County,4645082837,5478267,1793.477,2.115,27.681123,-98.497393
TX,48133,1383852,Eastland County,2399587755,14047795,926.486,5.424,32.324645,-98.83656
TX,48135,1383853,Ector County,2325094451,10597923,897.724,4.092,31.865301,-102.542507
TX,48137,1383854,Edwards County,5485228672,5199800,2117.859,2.008,29.985877,-100.307373
TX,48139,1383856,Ellis County,2423336009,41679023,935.655,16.092,32.346878,-96.79694
TX,48141,1383855,El Paso County,2623292317,5443531,1012.859,2.102,31.766403,-106.24139
TX,48143,1383857,Erath County,2805141640,17445013,1083.071,6.736,32.238136,-98.222377
TX,48145,1383858,Falls County,1982592892,21645980,765.483,8.358,31.25193,-96.934127
TX,48147,1383859,Fannin County,2307244931,20853016,890.832,8.051,33.591161,-96.104988
TX,48149,1383860,Fayette County,2460509745,25381859,950.008,9.8,29.877886,-96.921231
TX,48151,1383861,Fisher County,2328246699,7283896,898.941,2.812,32.740473,-100.40312
TX,48153,1383862,Floyd County,2569637276,983737,992.143,0.38,34.07373,-101.303274
TX,48155,1383863,Foard County,1824378275,8514740,704.396,3.288,33.963306,-99.816828
TX,48157,1383864,Fort Bend County,2232145033,60902474,861.836,23.515,29.526602,-95.771015
TX,48159,1383865,Franklin County,736570306,26874743,284.391,10.376,33.175846,-95.219066
TX,48161,1383866,Freestone County,2273333001,36915831,877.739,14.253,31.70126,-96.144487
TX,48163,1383867,Frio County,2935753509,2193620,1133.501,0.847,28.869334,-99.108788
TX,48165,1383868,Gaines County,3891129569,1262946,1502.374,0.488,32.743942,-102.631561
TX,48167,1383869,Galveston County,981463497,1281651787,378.945,494.849,29.228366,-94.895426
TX,48169,1383870,Garza County,2313930843,7215530,893.414,2.786,33.183792,-101.301134
TX,48171,1383871,Gillespie County,2740756101,8982856,1058.212,3.468,30.325088,-98.941851
TX,48173,1383872,Glasscock County,2331552809,2245298,900.218,0.867,31.868006,-101.521494
TX,48175,1383873,Goliad County,2206695364,19049508,852.01,7.355,28.6607,-97.430415
TX,48177,1383874,Gonzales County,2762704864,8204086,1066.686,3.168,29.461917,-97.491861
TX,48179,1383875,Gray County,2398261671,8700791,925.974,3.359,35.402542,-100.812374
TX,48181,1383876,Grayson County,2415989108,120124595,932.819,46.38,33.624532,-96.675738
TX,48183,1383877,Gregg County,708030599,6227994,273.372,2.405,32.486397,-94.816276
TX,48185,1383878,Grimes County,2039539025,36603913,787.47,14.133,30.543231,-95.988082
TX,48187,1383879,Guadalupe County,1842193219,9105133,711.275,3.516,29.583532,-97.946771
TX,48189,1383880,Hale County,2602115649,246678,1004.683,0.095,34.068436,-101.822888
TX,48191,1383881,Hall County,2288233622,53366404,883.492,20.605,34.453189,-100.576343
TX,48193,1383882,Hamilton County,2165008338,1238628,835.914,0.478,31.707334,-98.111827
TX,48195,1383883,Hansford County,2382296529,1548341,919.81,0.598,36.272847,-101.35693
TX,48197,1383884,Hardeman County,1800337387,4548860,695.114,1.756,34.289904,-99.745697
TX,48199,1383885,Hardin County,2306607919,18042331,890.586,6.966,30.329648,-94.393178
TX,48201,1383886,Harris County,4415554759,188073713,1704.855,72.616,29.857273,-95.393037
TX,48203,1383887,Harrison County,2330820875,40969486,899.935,15.818,32.547991,-94.374434
TX,48205,1383888,Hartley County,3786647725,3024080,1462.033,1.168,35.840244,-102.610047
TX,48207,1383889,Haskell County,2339103809,18465208,903.133,7.129,33.175965,-99.730773
TX,48209,1383890,Hays County,1755978884,5037780,677.987,1.945,30.061225,-98.029267
TX,48211,1383891,Hemphill County,2347272199,15205585,906.287,5.871,35.815956,-100.27921
TX,48213,1383892,Henderson County,2262941927,193237889,873.727,74.61,32.211633,-95.853418
TX,48215,1383893,Hidalgo County,4068610100,31102596,1570.899,12.009,26.396384,-98.18099
TX,48217,1383894,Hill County,2483455107,69547485,958.867,26.852,31.982681,-97.130668
TX,48219,1383895,Hockley County,2352723913,446119,908.392,0.172,33.605932,-102.343398
TX,48221,1383896,Hood County,1089485204,41921581,420.653,16.186,32.430149,-97.831677
TX,48223,1383897,Hopkins County,1987018121,66250826,767.192,25.58,33.148959,-95.565194
TX,48225,1383898,Houston County,3188288246,14426022,1231.005,5.57,31.323036,-95.4216
TX,48227,1383899,Howard County,2333038989,8841781,900.791,3.414,32.303471,-101.438772
TX,48229,1383900,Hudspeth County,11838354409,2191007,4570.814,0.846,31.450868,-105.377549
TX,48231,1383901,Hunt County,2176414828,108013726,840.318,41.704,33.123292,-96.084202
TX,48233,1383902,Hutchinson County,2298404017,19511582,887.419,7.533,35.837047,-101.362746
TX,48235,1383903,Irion County,2723485993,176317,1051.544,0.068,31.303424,-100.981304
TX,48237,1383904,Jack County,2358612574,24503194,910.665,9.461,33.232093,-98.171609
TX,48239,1383905,Jackson County,2148246647,71039573,829.443,27.429,28.959802,-96.58908
TX,48241,1383906,Jasper County,2431621507,79883776,938.854,30.843,30.752932,-94.022294
TX,48243,1383907,Jeff Davis County,5865089584,206206,2264.524,0.08,30.621957,-104.191304
TX,48245,1383908,Jefferson County,2269596850,612148954,876.296,236.352,29.854,-94.149331
TX,48247,1383909,Jim Hogg County,2942597110,92565,1136.143,0.036,27.041212,-98.700127
TX,48249,1383910,Jim Wells County,2240778092,8739522,865.169,3.374,27.733516,-98.090814
TX,48251,1383911,Johnson County,1877186503,25039412,724.786,9.668,32.379821,-97.364959
TX,48253,1383912,Jones County,2404946726,22227413,928.555,8.582,32.743709,-99.87443
TX,48255,1383913,Karnes County,1936189585,15490412,747.567,5.981,28.908996,-97.852205
TX,48257,1383914,Kaufman County,2022009515,69821252,780.702,26.958,32.598944,-96.288378
TX,48259,1383915,Kendall County,1715732847,1496797,662.448,0.578,29.943525,-98.709269
TX,48261,1383916,Kenedy County,3777420465,1262127135,1458.47,487.31,26.890213,-97.591143
TX,48263,1383917,Kent County,2337522504,1065195,902.523,0.411,33.18478,-100.76972
TX,48265,1383918,Kerr County,2857583413,10247343,1103.319,3.957,30.059953,-99.353339
TX,48267,1383919,Kimble County,3240116505,493584,1251.016,0.191,30.479472,-99.746396
TX,48269,1383920,King County,2359148816,6398045,910.872,2.47,33.614268,-100.245345
TX,48271,1383921,Kinney County,3522534792,13124946,1360.058,5.068,29.347086,-100.4177
TX,48273,1383922,Kleberg County,2282582851,541042646,881.31,208.898,27.438735,-97.66062
TX,48275,1383923,Knox County,2203098613,12577261,850.621,4.856,33.616657,-99.747112
TX,48277,1383925,Lamar County,2349622228,67103153,907.194,25.909,33.667263,-95.570348
TX,48279,1383926,Lamb County,2631897575,3973764,1016.181,1.534,34.068861,-102.348018
TX,48281,1383927,Lampasas County,1846249311,2833490,712.841,1.094,31.196731,-98.240889
TX,48283,1383924,La Salle County,3850511983,19537502,1486.691,7.543,28.351098,-99.096774
TX,48285,1383928,Lavaca County,2511535241,1882216,969.709,0.727,29.382578,-96.923633
TX,48287,1383929,Lee County,1629156479,13155033,629.021,5.079,30.321105,-96.976365
TX,48289,1383930,Leon County,2779463148,19328383,1073.157,7.463,31.300493,-95.995622
TX,48291,1383931,Liberty County,3000360928,46356323,1158.446,17.898,30.158451,-94.844078
TX,48293,1383932,Limestone County,2344685543,72197849,905.288,27.876,31.547543,-96.593623
TX,48295,1383933,Lipscomb County,2414327232,298741,932.177,0.115,36.2802,-100.272683
TX,48297,1383934,Live Oak County,2692796907,101483817,1039.695,39.183,28.351535,-98.126961
TX,48299,1383935,Llano County,2419183503,82373071,934.052,31.804,30.707584,-98.68469
TX,48301,1383936,Loving County,1732508024,20151852,668.925,7.781,31.844936,-103.561229
TX,48303,1383937,Lubbock County,2319585100,13217278,895.597,5.103,33.611469,-101.819944
TX,48305,1383938,Lynn County,2309924845,4169719,891.867,1.61,33.178412,-101.818493
TX,48307,1383945,McCulloch County,2759887000,20284770,1065.598,7.832,31.205477,-99.359856
TX,48309,1383946,McLennan County,2686101579,59883892,1037.11,23.121,31.549493,-97.201472
TX,48311,1383947,McMullen County,2952084694,43985815,1139.806,16.983,28.384922,-98.578853
TX,48313,1383939,Madison County,1207103466,16493254,466.065,6.368,30.966878,-95.930372
TX,48315,1383940,Marion County,986503063,102126745,380.891,39.431,32.798182,-94.356853
TX,48317,1383941,Martin County,2369894740,1931832,915.022,0.746,32.30983,-101.961836
TX,48319,1383942,Mason County,2405590978,8833381,928.804,3.411,30.703229,-99.237613
TX,48321,1383943,Matagorda County,2830586533,1345793612,1092.896,519.614,28.77476,-96.001532
TX,48323,1383944,Maverick County,3313824009,31864676,1279.475,12.303,28.729787,-100.316678
TX,48325,1383948,Medina County,3432663606,23762579,1325.359,9.175,29.353661,-99.111085
TX,48327,1383949,Menard County,2336245914,613559,902.03,0.237,30.884365,-99.85399
TX,48329,1383950,Midland County,2331648904,4520751,900.255,1.745,31.870896,-102.024326
TX,48331,1383951,Milam County,2633655781,12720745,1016.86,4.912,30.791242,-96.984395
TX,48333,1383952,Mills County,1937987420,3902625,748.261,1.507,31.494888,-98.594623
TX,48335,1383953,Mitchell County,2359711005,12489774,911.09,4.822,32.304117,-100.924392
TX,48337,1383954,Montague County,2411034616,19087361,930.906,7.37,33.678356,-97.725014
TX,48339,1383955,Montgomery County,2698558994,90549587,1041.919,34.961,30.300611,-95.494719
TX,48341,1383956,Moore County,2330188757,25718180,899.691,9.93,35.835676,-101.890502
TX,48343,1383957,Morris County,652637707,17393790,251.985,6.716,33.116466,-94.731265
TX,48345,1383958,Motley County,2562949310,642801,989.56,0.248,34.057899,-100.793152
TX,48347,1383959,Nacogdoches County,2451523994,89758782,946.539,34.656,31.62056,-94.62025
TX,48349,1383960,Navarro County,2614935760,197625966,1009.632,76.304,32.048448,-96.476909
TX,48351,1383961,Newton County,2418212545,15672146,933.677,6.051,30.786718,-93.73925
TX,48353,1383962,Nolan County,2362061740,5052158,911.997,1.951,32.312338,-100.418108
TX,48355,1383963,Nueces County,2171223719,847212402,838.314,327.111,27.738737,-97.51866
TX,48357,1383964,Ochiltree County,2376792100,1331778,917.685,0.514,36.278744,-100.815864
TX,48359,1383965,Oldham County,3886363536,2338010,1500.533,0.903,35.401921,-102.59762
TX,48361,1383966,Orange County,864487617,118489888,333.781,45.749,30.122323,-93.8941
TX,48363,1383967,Palo Pinto County,2465126936,87327888,951.791,33.717,32.752204,-98.317967
TX,48365,1383968,Panola County,2101400463,25810852,811.355,9.966,32.163978,-94.305156
TX,48367,1383969,Parker County,2339994800,17138909,903.477,6.617,32.777096,-97.805905
TX,48369,1383970,Parmer County,2281212181,11355762,880.781,4.384,34.532163,-102.784853
TX,48371,1383971,Pecos County,12338323514,2532275,4763.854,0.978,30.770894,-102.71986
TX,48373,1383972,Polk County,2737855946,136148898,1057.092,52.567,30.784553,-94.837338
TX,48375,1383973,Potter County,2352680373,35261526,908.375,13.615,35.398675,-101.893804
TX,48377,1383974,Presidio County,9985023570,1773188,3855.239,0.685,30.005891,-104.261619
TX,48379,1383975,Rains County,594280566,76080003,229.453,29.375,32.87058,-95.79544
TX,48381,1383976,Randall County,2361843619,27235707,911.913,10.516,34.962529,-101.895547
TX,48383,1383977,Reagan County,3044012007,1792716,1175.3,0.692,31.375191,-101.514395
TX,48385,1383978,Real County,1810772281,2346258,699.143,0.906,29.830097,-99.812549
TX,48387,1383979,Red River County,2703628975,33305608,1043.877,12.859,33.619625,-95.048429
TX,48389,1383980,Reeves County,6825586561,17396681,2635.374,6.717,31.308366,-103.712706
TX,48391,1383981,Refugio County,1995524251,123702955,770.476,47.762,28.312716,-97.161366
TX,48393,1383982,Roberts County,2393298484,346846,924.058,0.134,35.836216,-100.807555
TX,48395,1383983,Robertson County,2216227839,25046151,855.69,9.67,31.025481,-96.514941
TX,48397,1383984,Rockwall County,329204539,56077414,127.107,21.652,32.898677,-96.404402
TX,48399,1383985,Runnels County,2721934014,15930084,1050.945,6.151,31.845112,-99.982715
TX,48401,1383986,Rusk County,2393244478,37217197,924.037,14.37,32.109423,-94.756382
TX,48403,1383987,Sabine County,1272739767,220725858,491.408,85.223,31.3433,-93.851913
TX,48405,1383988,San Augustine County,1374395180,159612923,530.657,61.627,31.382449,-94.16318
TX,48407,1383989,San Jacinto County,1474332266,151949239,569.243,58.668,30.574388,-95.163136
TX,48409,1383990,San Patricio County,1795990942,37577388,693.436,14.509,28.011794,-97.517157
TX,48411,1383991,San Saba County,2940486012,8072142,1135.328,3.117,31.155138,-98.819292
TX,48413,1383992,Schleicher County,3394564110,87401,1310.649,0.034,30.896233,-100.527216
TX,48415,1383993,Scurry County,2345090493,5436958,905.445,2.099,32.744353,-100.913346
TX,48417,1383994,Shackelford County,2367989257,3268209,914.286,1.262,32.74382,-99.347005
TX,48419,1383995,Shelby County,2060566160,101081674,795.589,39.028,31.790137,-94.142565
TX,48421,1383996,Sherman County,2390648957,428754,923.035,0.166,36.278593,-101.899265
TX,48423,1383997,Smith County,2386700344,73067567,921.51,28.212,32.375106,-95.268743
TX,48425,1383998,Somervell County,482937177,14222693,186.463,5.491,32.218071,-97.769217
TX,48427,1383999,Starr County,3168016109,15346370,1223.178,5.925,26.530903,-98.740235
TX,48429,1384000,Stephens County,2322492642,64132926,896.719,24.762,32.736306,-98.836119
TX,48431,1384001,Sterling County,2391739055,167451,923.456,0.065,31.835774,-101.054911
TX,48433,1384002,Stonewall County,2373238706,10177387,916.313,3.93,33.17958,-100.253807
TX,48435,1384003,Sutton County,3765525014,1277066,1453.877,0.493,30.51768,-100.50527
TX,48437,1384004,Swisher County,2305502705,27277987,890.16,10.532,34.526319,-101.743862
TX,48439,1384005,Tarrant County,2236761455,100196999,863.618,38.686,32.772119,-97.291224
TX,48441,1384006,Taylor County,2371267399,9721167,915.552,3.753,32.297327,-99.890179
TX,48443,1384007,Terrell County,6107208523,105866,2358.006,0.041,30.232343,-102.072513
TX,48445,1384008,Terry County,2302083227,5443860,888.839,2.102,33.171229,-102.339284
TX,48447,1384009,Throckmorton County,2363499438,7586186,912.552,2.929,33.170695,-99.205796
TX,48449,1384010,Titus County,1051677550,50735385,406.055,19.589,33.214599,-94.966783
TX,48451,1384011,Tom Green County,3941920273,48105043,1521.984,18.573,31.398843,-100.463821
TX,48453,1384012,Travis County,2568577738,81082261,991.733,31.306,30.239513,-97.69127
TX,48455,1384013,Trinity County,1796490532,52677462,693.629,20.339,31.096675,-95.151687
TX,48457,1384014,Tyler County,2394445965,28806207,924.501,11.122,30.769295,-94.375656
TX,48459,1384015,Upshur County,1509791536,24997461,582.934,9.652,32.735349,-94.941184
TX,48461,1384016,Upton County,3215009899,464309,1241.322,0.179,31.353816,-102.041546
TX,48463,1384017,Uvalde County,4019519389,17321923,1551.945,6.688,29.350308,-99.768427
TX,48465,1384018,Val Verde County,8144863832,227711349,3144.75,87.92,29.875285,-101.143324
TX,48467,1384019,Van Zandt County,2182215964,44161895,842.558,17.051,32.558787,-95.836906
TX,48469,1384020,Victoria County,2284737171,17334133,882.142,6.693,28.79637,-96.971198
TX,48471,1384021,Walker County,2031033544,44852084,784.186,17.317,30.743163,-95.569825
TX,48473,1384022,Waller County,1329535286,11622560,513.336,4.487,30.013578,-95.982102
TX,48475,1384023,Ward County,2164200429,624206,835.602,0.241,31.513069,-103.105113
TX,48477,1384024,Washington County,1564237466,46089329,603.955,17.795,30.215075,-96.410272
TX,48479,1384025,Webb County,8706200257,36536159,3361.483,14.107,27.760799,-99.340752
TX,48481,1384026,Wharton County,2813116863,21288266,1086.151,8.219,29.27848,-96.229674
TX,48483,1384027,Wheeler County,2368603567,2481258,914.523,0.958,35.392593,-100.253107
